"especievalida","min","max","ET_ID"
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",30051
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15111
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",26005
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12047
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20426
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20414
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15052
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20185
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19036
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12072
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16021
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",31047
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13038
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",20173
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7049
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",31059
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",20043
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",20465
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",30079
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",30169
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21195
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19004
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20273
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16047
"Politic11.p10 Sembrando vida subsidy 2020area bosque(ha)_5.47 :2000.57","Politic11decil","Politic11decil",7018
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20424
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15039
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16098
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14053
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",30183
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21116
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20495
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14011
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",30111
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",30080
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",5005
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14014
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",20437
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",21111
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15007
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15117
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",11006
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",13078
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12037
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",7050
"Politic11.p10 Sembrando vida subsidy 2020area bosque(ha)_5.47 :2000.57","Politic11decil","Politic11decil",30128
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20208
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",16065
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",26009
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13002
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",30076
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20082
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13020
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",30178
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",32026
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",31090
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",5016
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20260
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",30114
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",30039
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",11040
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",12035
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",21183
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",13015
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",13011
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",11046
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",21212
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16085
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20318
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20415
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",26002
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",27010
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",32055
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",9009
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",11023
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20117
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14036
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19039
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",20537
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",30043
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",26015
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16089
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20272
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",31070
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",30172
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",16090
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20450
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15026
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20296
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",31043
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",32031
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",30167
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",8025
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19042
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",20217
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20041
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",29034
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",30092
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",31014
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15124
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",30078
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20098
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7016
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",9012
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",21089
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",7084
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20291
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",24039
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20009
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7103
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20037
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",17009
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20319
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",30089
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",12025
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",31045
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30154
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19028
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20166
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",21178
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20566
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16072
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16084
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20213
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",31063
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",31077
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",30170
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20330
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",13080
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",21086
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",8006
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7054
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",8054
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19014
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7112
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13057
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7104
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7014
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",31093
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",21213
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",13079
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",20010
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15112
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20153
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",12042
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14120
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20401
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",17020
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",24038
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",16022
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13060
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",30157
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",15021
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12060
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7037
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20326
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",24004
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",16038
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",6005
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20543
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",7072
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",21180
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20516
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",16024
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30095
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",12045
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30104
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",18006
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",24055
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20012
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20253
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",26061
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20344
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",11015
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20076
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",20472
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7066
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14010
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",30192
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30180
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",31057
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12026
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",20141
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20336
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20526
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",13034
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12063
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",16056
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",30038
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",24053
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14059
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21087
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20137
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",32042
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",13043
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",21194
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",31018
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21036
"Politic11.p09 Sembrando vida subsidy 2020area bosque(ha)_2.85 : 5.47","Politic11decil","Politic11decil",7015
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",31067
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",32009
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",30071
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",12017
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",21043
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",7025
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7093
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",18013
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30202
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16071
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14034
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7044
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",12061
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",22015
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7022
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",30212
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14032
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",16025
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13049
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",20282
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21010
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",12081
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20202
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",13027
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14079
"Politic11.p04 Sembrando vida subsidy 2020area bosque(ha)_0.28 : 0.50","Politic11decil","Politic11decil",6010
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14040
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20500
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20211
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12015
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",19016
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",5011
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",17025
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20439
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",13042
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",30015
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20363
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20214
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",30158
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20560
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",14122
"Politic11.p03 Sembrando vida subsidy 2020area bosque(ha)_0.13 : 0.28","Politic11decil","Politic11decil",20014
"Politic11.p06 Sembrando vida subsidy 2020area bosque(ha)_0.83 : 1.16","Politic11decil","Politic11decil",30209
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",30094
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",31052
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",7011
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",28023
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",30122
"Politic11.p05 Sembrando vida subsidy 2020area bosque(ha)_0.50 : 0.83","Politic11decil","Politic11decil",21186
"Politic11.p01 Sembrando vida subsidy 2020  area bosque(ha)_<0.012","Politic11decil","Politic11decil",16029
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",20489
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",31099
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",12010
"Politic11.p02 Sembrando vida subsidy 2020area bosque(ha)_0.012 : 0.13","Politic11decil","Politic11decil",31042
"Politic11.p08 Sembrando vida subsidy 2020area bosque(ha)_1.78 : 2.85","Politic11decil","Politic11decil",7033
"Politic11.p07 Sembrando vida subsidy 2020area bosque(ha)_1.16 : 1.78","Politic11decil","Politic11decil",16057
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",7094
"Politic11.p00 Sembrando vida subsidy 2020area bosque(ha)_0","Politic11decil","Politic11decil",21047
